timestamp,person_id,dwell_sec,zone_id,camera_id,source_video
3/23/2026 10:08,2,6.1,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:09,3,0.2,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:09,5,3.1,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:24,7,8.2,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:33,11,0.6,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:45,14,1.9,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:24,18,0.1,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:20,20,2.5,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:22,22,22.59,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:22,27,24.99,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:32,28,116.46,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:22,29,5.2,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:35,30,2.8,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:48,31,99.17,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:42,42,0.1,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:25,43,4.8,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:48,44,0.2,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:34,56,0.2,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:41,72,2.8,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:42,73,21.69,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:42,75,919.31,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:47,88,1.6,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:59,109,2.4,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:59,110,53.88,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:59,111,0.8,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 10:59,112,1.5,Google lens + Tabby,coach3,Coach-3-hour-1-20260323095957.mp4
3/23/2026 11:01,1,1976.07,Google lens + Tabby,coach3,Coach-3-hour-2-20260323110000.mp4
3/23/2026 11:14,2,1.8,Google lens + Tabby,coach3,Coach-3-hour-2-20260323110000.mp4
3/23/2026 11:22,5,3.2,Google lens + Tabby,coach3,Coach-3-hour-2-20260323110000.mp4
3/23/2026 11:02,6,0.3,Google lens + Tabby,coach3,Coach-3-hour-2-20260323110000.mp4
3/23/2026 11:49,12,0.1,Google lens + Tabby,coach3,Coach-3-hour-2-20260323110000.mp4
