timestamp,person_id,dwell_sec,zone_id,camera_id,source_video
3/23/2026,8,1.0,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,35,0.9,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,46,2.7,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,71,0.4,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,77,46.27,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,80,3.9,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,166,513.06,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,288,2.2,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,393,0.1,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,463,0.2,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,475,0.4,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,574,17.29,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,596,3.9,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,684,2.6,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,730,257.43,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,744,2.7,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,854,79.85,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,931,2.6,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,962,0.4,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,1123,2940.45,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,1219,352.67,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,1255,1333.21,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,1320,0.1,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,1353,47.87,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,1442,1385.38,Charms + Screen,coach4,Coach-4-hour-1.mp4
3/23/2026,1512,0.4,Charms + Screen,coach4,Coach-4-hour-1.mp4
